text,sentiment
"@thomprior The one by Janet Browne? Really loved that biography. Schneider Weisse's nice, too, of course. ",1
@Monicarrrr so excitedddddd  x,1
"omg, my myspace has gone blank... shittttt i have to start all over again ",0
"@MartsVD @Skistar15  Brendon, I hear you are a real catch ",1
"@bellware that's why they introduced replies  I like discussion on twitter, nobody cares that I just watered my lawn and fed the dog",1
the cider house rules ,1
@enrapture_ heyyy my asian gumdrop  how are you?,1
"@ArdiXIV see you in Langdorp then, will race there too. Woehoe, race period fully ongoing ",1
@mstrbrightside lol stop it with the old talk! i'm jealous. i only started watching conan after maybe year 3 and i never saw jon's show ,0
setting up my new twitter account...now I'll be twittering about myself and @TMIEpiscopal ,1
Man i think i might have 2 go stand outside the stadium and buy a ticket from them bootleggers if i dont win hopefully they dont scam me ,0
@rny_alison Awesome! I had no idea! I'm so going to Starbucks right now ,1
@speechadvice wait.. your'e in town?! ,1
I'm in love with Garrett even more than i was in Feb.  &lt;3,1
"Me and my dog are having a wiener roast. manly bonding. Mine are veggie, his: all beef... His smell a lot better ",0
yay i forgot about prison break this week - ultimate hangover material ,1
@hotklubprod Good! But over now  Getting ready to head out soon...you?,0
"@limburger2001 yeah. No vomiting tonight, bit sniffly but ok.  bens trying to get him to sleep right now.",1
@allestrawberry ti-am recomandat si eu ,1
at the Matthei bottanical gardens with Sara and Alex to see the peonies because they are opening ,1
Ughhh I hate it when people tell me scary stories on the phone  I hung up for a reason!,0
well twitz I need to get ready for work... gotta late day ,0
Yea!!! Calgary won last night!!!!  poor Montreal lost to Ottawa though ,0
"; just got rushed to the hospital, feeling a whole lot better now, but shaky from the oxygen ",0
"@jordanknight Good Night JK, You do look good Hun, Glad You know it!  xx lol",1
@amenisaytoyou haha.  see you tom ;),1
"Going to sleep, SO SO SO tired. ",0
@PortiaDaCosta Congrats!  That's fantastic news on your sale to Spice ,1
@LesleyAnneWhite Yes!! I'm fortunate to call @GaryWGoldstein a friend - he really has a heart of gold. ,1
Nagradnja?a  -  tportal vas vodi na koncert The Killersa u Ljubljanu.      http://bit.ly/PD80D,1
"Lent my Guitar Hero drum kit to a friend, he broke my cymbal... ",0
is reaalllyyy stressing about graduation week for her baby ,0
@CateMOwen My 10 year old rolling around the floor laughing at it ,1
I love the sound of thunder on a night like this! Look out! Winter has arrived. ,1
@PauloMoreira its all about mentally!!! So enjoy them ,1
@emzyjonas your so so lucky that your goin 2 there concert  and have a great time ,1
I hate having test all week!!! ,0
&quot;Dont judge a book by its cover.&quot; ,0
@BeeGirlBlue Shouldn'ta told her you were getting married. ,1
okayy imm throuughh withh syuddyyin itss sooo  borrinn  i lovee mathh  but hatttee the stupidd testts  foloww mehh if u agreeee,0
@bonesinoz Oh man it's going to be soooooooo gooooooooood! ,1
is not feeling that great!! ,0
Testing awesome new editorial tools - standby for a much more flexible Bmycharity ,1
Took a nap and a shower. Heading to peter lik. Paul still not doing good at poker ,0
i am a helpless pathetic schmuck without my family  thankfully they'll be back tomorrow #fb,0
@tommcfly Tom!  What cake do you want? We'll have the McFly logo written on it! We'd bring it to you when you come to the Philippines! ,1
learning for french ,0
@shaundiviney hay back off leena maths is great! mathematical orgasms  hah ew maths..,1
Going to visit my baby sister and her family ,1
@crucialencountr nope. iPod touch. I am a total poser ,0
thank God for the internet!!! HAHAHA  can't imagine life without it. ;p,1
My throath is burning  it feels like it ,0
@waxinglyrical *nods nervously* okay so Hikki was right. Match made in heaven. Point taken. Thanks! ,1
NOOOO! Our win streak ended ,0
@Boy_Kill_Boy  so was haunting in ct. That movie scared the shit outta me,0
"@kbash_1801 haha, it's never *really* over.  cory and i live together, so we're both always picking up guitars and singing. ",1
@DaveGirard moi c'est CARBO ALL THE WAY bon... ,1
@x__dickhead Yeahhhhh sounds good! It's gonna be the best day since EVERRRRR  xoxo,1
@Cadistra Is this week Children's Week?? Oh mercy how I miss WoW! ,0
SCHOOOOL :|||  MY SPANISH TEACHER HATES ME ,0
Going to the lake tomorrow ,1
Idk wut to wear todayyyyy! ,0
"Tonight I wonder if Yahoo! realizes when they send those FATHER DAY reminders out, what about us who don't have a dad anymore? ",0
Leo Carillo Beach and WIll Rogers State Park are on the list of State Parks that might close      http://tinyurl.com/lhq8gs,0
@ZnaTrainer That's why I get the bigtime Twitter $$$ ,1
@mchenwears I like to be busy but I'm at the start of a wholesale order that's making my head swim! No complaints though. ,1
I earned $100 just from signing up and $50 since daily. You can too.  www.worldwidewebwealth.com,1
My new video &quot;Butterfly L.O.V.E&quot; http://bit.ly/kT3j5  Comment &amp; Show some love ,1
sat in the sun  duin hwrk  and listnin 2 sun tunagee (H) love da sun baybyyyyyyyyyyyyyyyyy,0
my mum is hearing a very STUPID music  ^^,0
at black head in galway waiting for the volvo ocean boats. where are they?? disappointing lack of tweets on this ,0
wish I had photoshop ,0
"@sjeffreys7 it's always guaranteed big night, gonna be such a light-weight my first night back drinking. Hmmm I see a monster hangover ",0
lovley weather outside... gettinq bout to hit up jersey... food shoppinq ,1
@mrtrev No worries! ,1
Went to Harrogate for tea. Had Thai. Was really nice. Off home now. Been a good day. ,1
the sunset view is SO beautiful from my room! ,1
@casndra wait why am i a loser?? i forgot what we were talking about Lol &amp;&amp; thats cool! :] hope you see JB ,1
Drinking latte by the beach it's very nice ,1
on a lower note my mom just left for the hospital.. ,0
am loving new malcolm gladwell book - outliers,1
"@amyrsward Yay! You are either very lucky, or not as crazy/particular as I am - it took me months! But it is sunny. And yellow ",1
@blcsfo 1984 -- from Apple. ,1
"whhaaaaaaaaattt ?!?!?! JonasBrothersMusic ... s-s-suspended! how'd that happen, eeeh? Grrr, i HATE jonas haters :@!!!!!!!!!!!!!  ",0
wish i have something special to tweet.... erm..... i am eating grapes! ,1
@joshtastic1 so you are like the rest of us on this miserable bank holiday.then LOL ,1
"Well thanks for all the Follow Friday luvv, pero, i'm out homiez! Hubby leaves 4 his deployment tomorrow morning!  Goodnight! ohhhh yea!",0
"@rmr6677 LOL! Aww, thanks! You're so sweet to share!   I've also got to make a mental note to at least LOOK at ddub and Danny this time!",1
Back to school / work today ,0
"@JoWork oh, she gon com back again.........AND YO' AZZ BETTA MAKE A VID ABOUT YO' PROM BOY ",1
Im laying in the hotel tub!!! Its comfy ,1
wondering why my nephew has so much energy at 6am... it's not fair ,0
"@HandsomeRich k, i'll try 2 find it. thx ",1
hahah  I @'d you to follow you. if that made sence @JesssEdwards,1
"@trent_reznor: Welcome to the Internet.  Many, many assholes here. ",0
"Watching HOUSE season 5. I love you, Hugh Laurie!! ",1
I just want a sign that will let me know its going to be alright. ,0
My phone is dying again. So if I stop answering that's why. ,0
@Shanna_Monic UGH!...YUP fall and winter are around the corner! LOL! School is annoying I want it to be over  ,0
@epiphanygirl http://twitpic.com/6rpo0 - Aren't u the cute one ,1
"@jasonwryan Ooh yes, it is   But it depends what you want to do with it: be a geek or use it to do stuff. What stuff do you NEED it for?",1
"@JustaGirl1984 I don't know what that means in Celsius, but it sounds chilly!! ",0
is gonna finish my convo with Jesse and then have Porno music/comment time and then I'm gonna go to bed.  ,1
dag  im getting jelly...wish i could have a do over for my bday ,0
@GDGOfficial: ahh so unfairur going on aboutmeet and greet passes and ur not coming to scotland  not fair,0
"@GirlswithGoals Going to be a working wkend for me unfortunately, but it's all good. Took yesterday off, so at least had one day of fun. ",1
It should be a law against people working on their birthdays. Like me today. ,0
I wish I wasn't stuck in the house tonight. I just have so much to do ,0
"Stupid coyotes howling at the sirens, freaking me out.  glad both the cats are in.",0
@cubiicles Ebaaaa Thaats!! ,1
@dannynorthphoto that is really sad  are you serious????,0
RIP to an original Charles Angel   Farrah Fawcett,0
"@marthatituteto sayang, sorry pulsa esia n im3 aku abis ",0
@devakishor fuckers screw us in no-parking area!!! Always ,1
@WWDWD Oh no  I fainted in a clothes shop once when my mum jumped out of a rail of coats. I didn't know she was in town. The shame ,0
the dryer shrunk my TDWP shirt  it barely fits...not happy...,0
I just sticky-tape-murdered an unknown insect ,0
Ate too much to fast and suffering for it now ,0
My dad wishes I was back in kidnagarten ,0
@tina_angel A torrent is something you can download with a program called Bittorrent ,1
Just woke up. Apples gig was ace last night. Seriously tired now. Work begins in one hour... ,0
Rest in peace Tito. . . . ,0
@cathryngray Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,1
the lightest sprinkle and the softest of breezes right now...happy. ,1
@n3rin3 Ur pic is gone ,0
Out shopping  Waiting for Angelic to get off for lunch. She's moving in a month. Tear =(,1
@acceleratemedia And we seriously love you! Thank you for continuing to shop with us ,1
New release 0.8.8  I need to do a post explaining what is new. Soft binding is now available so happy injection in Modules ,1
@me_Cait you can be steven and sam can be crystal. ,1
i just bought the sims 3! ,1
"@lcstranslations I know....and my friend had to pay 35 euro to the postal worker for a gift I sent her....NOT COD, of course! ",0
@peaceoutL4UR3N ooh u have hmwk  r u gonna go to school tomorrow? oh 2day i saw rejects tv live! i was freakin' out. lol,0
I just had the most perfect day ,1
I need to sleep. But I can't ,0
@Soul_Angel our wish was granted ,1
I'm not 100% sure but it looks like someone used my name to buy a pimped out Dell computer. I have the order and tracking info though. ,1
Damn it. I forgot to wear deodorant this morning.  I am gonna stink like the dude at the gym last night. ,0
"@Ambersmith09 Said The funnyist thing eva! wel.. i think so.. but i Forgot It, !  i Was laffing For 22 Mins! Haaaaaa  , x",0
I really wished they hadn't dumped me back on the phones. I'd much rather be doing paperwork right now ,0
Leaving camping soon  fucking work!,0
Thinking about a new mix and trying to play a 1000 miles on piano ,1
@missboobiething ok miss have a good Hudson then!!! ,1
@sheabop ,0
@AlexSmith68 I missed most of your interview - sorting out something at this end and lost contact with #sustnow ,0
Aargh feckin cold got worse over night !!!  I'm gonna be in a whoooore of a mood ! Sorry Av Cli Eoin &amp; Jake ! ,0
no one can do for you the way you can do for yourself..... my expectations are always too high for others to catch... bummer ,0
@Marissa_Actress Tell her H-BDAY from me!!! ,1
aaaaaarggggggggg:@ Im pissed! My older brother and his friends are yelling! and Im trying to call my little brother! I miss him so much ,0
is wish that had someone to talk..... ,0
"@butterflyb I must have had a dozen throat coats a few days ago. Ahhh, the Coat. That and Grand Marnier do wonders for me ",1
@tomricci Pages totally freaked out on me and won't open your doc.  So sorry!!,0
Ð¢ÐµÐ¿ÐµÑ€ÑŒ Ð² Windows Ð·Ð°Ñ?ÑƒÐ½ÑƒÑ‚ Ð²Ñ?Ñ?ÐºÐ¸Ðµ Firefox Ð¸ Ð¿Ñ€Ð¾Ñ‡ÑƒÑŽ Ð»Ð°Ð±ÑƒÐ´Ñƒ ,0
"Damn trains are completely screwed, bang goes my so called evening ",0
@symphnysldr  that's very sad,0
 working tonight when i shouldn't be,0
